,Fund Id,Business Area,Fund Center Id,GL Account,GL Description,GL Category,GL Category Description,Revenue or Expenditure,Fiscal Year,Original Budget,Current Budget,Actuals,3Y_Past_Actuals,2Y_Past_Actuals,1Y_Past_Actuals,2Y_1Y_Actuals_Mean,3Y_2Y_1Y_Actuals_Mean,3Y_Past_Original_Budget,2Y_Past_Original_Budget,1Y_Past_Original_Budget,2Y_1Y_Original_Budget_Mean,3Y_2Y_1Y_Original_Budget_Mean,3Y_Past_OA_Difference,2Y_Past_OA_Difference,1Y_Past_OA_Difference,2Y_1Y_OA_Difference_Mean,3Y_2Y_1Y_OA_Difference_Mean
9563,1000,1000,1000010061,502020,502020 - FICA - Classified,500,500 - Personnel Services,Expenditures,2016,96890,96890,104439.79,990.52,1368.97,18.2,693.585,693.585,1500.0,1500.0,0.0,750.0,750.0,-509.48,-131.02999999999997,18.2,-56.414999999999985,-56.414999999999985
9564,1000,6500,6500070002,511070,511070 - Miscellaneous Office Supplies,510,510 - Supplies,Expenditures,2016,4500,4500,1668.28,84520.07,81970.44,1319.5,41644.97,41644.97,57000.0,73600.0,0.0,36800.0,36800.0,27520.07000000001,8370.440000000002,1319.5,4844.970000000001,4844.970000000001
9565,1000,3800,3800050021,504030,504030 - Unemployment Claims - Administration,500,500 - Personnel Services,Expenditures,2016,735,735,5269,41123.93,68104.02,2495.0,35299.51,35299.51,40000.0,40000.0,0.0,20000.0,20000.0,1123.9300000000003,28104.020000000004,2495.0,15299.510000000002,15299.510000000002
9566,1000,3600,3600130006,503090,503090 - Workers Compensation - Civilian Admin,500,500 - Personnel Services,Expenditures,2016,560,560,290.64,91173.84,81328.32,546.0,40937.16,40937.16,36600.0,77800.0,0.0,38900.0,38900.0,54573.84,3528.3200000000065,546.0,2037.1600000000033,2037.1600000000033
9567,8001,2800,2800040011,511030,511030 - Mechanical Hardware & Parts,510,510 - Supplies,Expenditures,2016,1000,3400,5297.85,17402.82,33222.65,273.0,16747.825,16747.825,5000.0,8300.0,0.0,4150.0,4150.0,12402.82,24922.65,273.0,12597.825,12597.825
9568,1000,3600,3600070001,520605,520605 - Advertising Services,520,520 - Other Services and Charges,Expenditures,2016,500,500,1080,554426.95,609684.99,19055.5,314370.245,314370.245,768200.0,768200.0,0.0,384100.0,384100.0,-213773.05000000005,-158515.01,19055.5,-69729.755,-69729.755
9569,1000,3800,3800050016,504030,504030 - Unemployment Claims - Administration,500,500 - Personnel Services,Expenditures,2016,684,684,0,1757439.31,1790069.12,51096.82,920582.9700000001,920582.9700000001,1911100.0,1696200.0,0.0,848100.0,848100.0,-153660.68999999994,93869.12000000011,51096.82,72482.97000000006,72482.97000000006
9570,1000,3400,3400010002,503060,503060 - Long Term Disability - Civilian,500,500 - Personnel Services,Expenditures,2016,943,943,829.55,866698.4,876549.95,85190.36,480870.15499999997,480870.15499999997,554100.0,554100.0,0.0,277050.0,277050.0,312598.4,322449.94999999995,85190.36,203820.15499999997,203820.15499999997
9571,1000,1000,1000010069,501120,501120 - Termination Pay - Civilian,500,500 - Personnel Services,Expenditures,2016,800,800,0,14543.9,51136.82,4676.38,27906.6,27906.6,24600.0,24600.0,0.0,12300.0,12300.0,-10056.1,26536.82,4676.38,15606.6,15606.6
9572,1000,1000,1000010042,520765,520765 - Membership & Professional Fees,520,520 - Other Services and Charges,Expenditures,2016,601,601,304,513035.38,394693.3,16367.32,205530.31,205530.31,667700.0,667700.0,0.0,333850.0,333850.0,-154664.62,-273006.7,16367.32,-128319.69,-128319.69
9573,1000,3600,3600150011,500010,500010 - Salary Base Pay - Civilian,500,500 - Personnel Services,Expenditures,2016,35379,35379,23633.46,370251.9,396907.96,4676.38,200792.17,200792.17,665100.0,465100.0,0.0,232550.0,232550.0,-294848.1,-68192.03999999996,4676.38,-31757.829999999984,-31757.829999999984
9574,1000,6400,6400050001,503090,503090 - Workers Compensation - Civilian Admin,500,500 - Personnel Services,Expenditures,2016,2566,2566,1786.66,251174.71,573.82,488.0,530.9100000000001,530.9100000000001,248200.0,0.0,0.0,0.0,0.0,2974.709999999992,573.82,488.0,530.9100000000001,530.9100000000001
9575,2302,2000,2000010010,500250,500250 - HOPE Union Business Usage,500,500 - Personnel Services,Expenditures,2016,0,0,543.29,2458.25,6210.98,1142.38,3676.68,3676.68,4992.0,5400.0,5400.0,5400.0,5400.0,-2533.75,810.9799999999997,-4257.62,-1723.3200000000002,-1723.3200000000002
9576,8001,2800,2800040020,501070,501070 - Pension - Civilian,500,500 - Personnel Services,Expenditures,2016,524432,480869,488085.52,0.0,50.0,2700.0,1375.0,1375.0,18500.0,18500.0,8500.0,13500.0,13500.0,-18500.0,-18450.0,-5800.0,-12125.0,-12125.0
9577,1000,1000,1000010051,503110,503110 - Workers Comp-Classified Claims,500,500 - Personnel Services,Expenditures,2016,2000,2000,7.25,6022.95,6849.28,598.0,3723.64,3723.64,900.0,3000.0,0.0,1500.0,1500.0,5122.95,3849.28,598.0,2223.6400000000003,2223.6400000000003
9578,8001,2800,2800060007,520114,520114 - Miscellaneous Support Services,520,520 - Other Services and Charges,Expenditures,2016,1000,610,231.5,41539.24,52953.7,2131.95,27542.824999999997,27542.824999999997,4000.0,35900.0,0.0,17950.0,17950.0,37539.24,17053.699999999993,2131.95,9592.824999999997,9592.824999999997
9579,8300,2000,2000040017,522305,522305 - Freight Charges,520,520 - Other Services and Charges,Expenditures,2016,3000,3000,192.77,123906.52,111662.38,10875.0,61268.69,61268.69,74500.0,125000.0,0.0,62500.0,62500.0,49406.52,-13337.619999999995,10875.0,-1231.3099999999977,-1231.3099999999977
9580,8300,2000,2000090003,511050,511050 - Paper & Printing Supplies,510,510 - Supplies,Expenditures,2016,400,400,319.33,239507.77,245189.98,4582.9,124886.44,124886.44,225000.0,225000.0,0.0,112500.0,112500.0,14507.76999999999,20189.98000000001,4582.9,12386.440000000006,12386.440000000006
9581,1000,3600,3600130001,520515,520515 - Print Shop Services,520,520 - Other Services and Charges,Expenditures,2016,200,200,148,1349833.3,1465619.72,45068.67,755344.195,755344.195,705000.0,739500.0,0.0,369750.0,369750.0,644833.3,726119.72,45068.67,385594.195,385594.195
9582,1000,3400,3400050001,501070,501070 - Pension - Civilian,500,500 - Personnel Services,Expenditures,2016,267153,319905,286950,3269.24,4588.85,44.35,2316.6000000000004,2316.6000000000004,28000.0,15000.0,0.0,7500.0,7500.0,-24730.76,-10411.15,44.35,-5183.4,-5183.4
9583,8300,2000,2000080001,520157,520157 - Computer Software Maintenance Services,520,520 - Other Services and Charges,Expenditures,2016,3482700,3482700,2441451.91,120614.83,124419.19,2348.3,63383.745,63383.745,55000.0,80000.0,0.0,40000.0,40000.0,65614.83,44419.19,2348.3,23383.745000000003,23383.745000000003
9584,1004,9000,9000120001,521915,521915 - Legal Services - Attorneys Fees,520,520 - Other Services and Charges,Expenditures,2016,100000,30000,0,14757.29,26749.07,10231.34,18490.205,18490.205,20000.0,20000.0,0.0,10000.0,10000.0,-5242.709999999999,6749.07,10231.34,8490.205,8490.205
9585,8300,2000,2000040015,511060,511060 - Postage,510,510 - Supplies,Expenditures,2016,0,0,391.84,13286.45,18168.64,5694.99,11931.814999999999,11931.814999999999,27000.0,20000.0,0.0,10000.0,10000.0,-13713.55,-1831.3600000000006,5694.99,1931.8149999999996,1931.8149999999996
9586,1000,3600,3600150048,521405,521405 - Building Maintenance Services,520,520 - Other Services and Charges,Expenditures,2016,100,100,0,5123.12,10445.04,25.58,5235.31,5235.31,27000.0,20000.0,0.0,10000.0,10000.0,-21876.88,-9554.96,25.58,-4764.69,-4764.69
9587,8001,2800,2800040023,520805,520805 - Education & Training,520,520 - Other Services and Charges,Expenditures,2016,7600,6844,3200,38712.23,459018.48,84.45,229551.465,229551.465,50000.0,775000.0,0.0,387500.0,387500.0,-11287.769999999995,-315981.52,84.45,-157948.535,-157948.535
9588,1003,2500,2500050001,503090,503090 - Workers Compensation - Civilian Admin,500,500 - Personnel Services,Expenditures,2016,8850,8850,6260.04,441.49,1355.55,2311.49,1833.52,1833.52,0.0,0.0,0.0,0.0,0.0,441.49,1355.55,2311.49,1833.52,1833.52
9589,1000,3600,3600070005,520805,520805 - Education & Training,520,520 - Other Services and Charges,Expenditures,2016,100,100,445,1694831.78,1596349.55,6171.0,801260.275,801260.275,1500000.0,775000.0,0.0,387500.0,387500.0,194831.78000000003,821349.55,6171.0,413760.275,413760.275
9590,1000,1000,1000010001,520910,520910 - Travel - Non-Training Related,520,520 - Other Services and Charges,Expenditures,2016,18000,18000,88805.33,597001.68,631295.33,669.0,315982.165,315982.165,550000.0,550000.0,0.0,275000.0,275000.0,47001.68000000005,81295.32999999996,669.0,40982.16499999998,40982.16499999998
9591,2100,3600,3600110006,503015,503015 - Basic Life Insurance - Activie Civilian,500,500 - Personnel Services,Expenditures,2016,69,69,59.39,1217986.02,1228756.38,4255.65,616506.0149999999,616506.0149999999,900000.0,900000.0,0.0,450000.0,450000.0,317986.02,328756.3799999999,4255.65,166506.01499999996,166506.01499999996
9592,1000,1200,1200050002,501070,501070 - Pension - Civilian,500,500 - Personnel Services,Expenditures,2016,14511,14511,9573.28,77965.58,98503.98,26091.76,62297.869999999995,62297.869999999995,89000.0,89000.0,24000.0,56500.0,56500.0,-11034.419999999998,9503.979999999996,2091.7599999999984,5797.869999999997,5797.869999999997
9593,1000,3600,3600150022,511015,511015 - Cleaning & Sanitary Supplies,510,510 - Supplies,Expenditures,2016,100,100,618.41,42678.45,29522.84,12867.22,21195.03,21195.03,100000.0,100000.0,0.0,50000.0,50000.0,-57321.55,-70477.16,12867.22,-28804.97,-28804.97
9594,1000,1000,1000010065,520107,520107 - Computer Information/Contracting Service,520,520 - Other Services and Charges,Expenditures,2016,850,850,238.1,21530.6,29394.88,0.0,14697.44,14697.44,15000.0,15000.0,15000.0,15000.0,15000.0,6530.5999999999985,14394.88,-15000.0,-302.5600000000004,-302.5600000000004
9595,1000,1000,1000010088,500150,500150 - Shift Differential Pay - Classified,500,500 - Personnel Services,Expenditures,2016,45418,45418,4399.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9596,1000,1000,1000010003,504030,504030 - Unemployment Claims - Administration,500,500 - Personnel Services,Expenditures,2016,100,100,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9597,1000,2500,2500020001,503100,503100 - Workers Comp-Civilian Claims,500,500 - Personnel Services,Expenditures,2016,66391,66391,51319.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9598,8001,2800,2800040022,501070,501070 - Pension - Civilian,500,500 - Personnel Services,Expenditures,2016,447797,448572,446972.65,221.2,124.98,207.47,166.225,166.225,1440.0,1440.0,1440.0,1440.0,1440.0,-1218.8,-1315.02,-1232.53,-1273.775,-1273.775
9599,8300,2000,2000030009,503090,503090 - Workers Compensation - Civilian Admin,500,500 - Personnel Services,Expenditures,2016,1770,1770,766.73,0.0,0.0,0.0,0.0,0.0,816.0,816.0,816.0,816.0,816.0,-816.0,-816.0,-816.0,-816.0,-816.0
9600,1000,2100,2100080003,501120,501120 - Termination Pay - Civilian,500,500 - Personnel Services,Expenditures,2016,1500,1500,5.26,3250.0,0.0,1963.72,981.86,981.86,5295.0,5295.0,5295.0,5295.0,5295.0,-2045.0,-5295.0,-3331.28,-4313.14,-4313.14
9601,1000,3600,3600070005,503060,503060 - Long Term Disability - Civilian,500,500 - Personnel Services,Expenditures,2016,1063,1063,1048.41,0.0,769.8,22753.49,11761.645,11761.645,0.0,0.0,4500.0,2250.0,2250.0,0.0,769.8,18253.49,9511.645,9511.645
9602,1000,2500,2500020001,521715,521715 - Office Equipment Rental,520,520 - Other Services and Charges,Expenditures,2016,3300,3300,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9603,1000,1000,1000010057,520910,520910 - Travel - Non-Training Related,520,520 - Other Services and Charges,Expenditures,2016,4000,4000,732.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9604,2301,2000,2000060001,511110,511110 - Fuel,510,510 - Supplies,Expenditures,2016,3700,3700,3435.51,310131.67,105176.18,87318.1,96247.14,96247.14,30000.0,395000.0,0.0,197500.0,197500.0,280131.67,-289823.82,87318.1,-101252.86,-101252.86
9605,1000,6800,6800030001,511150,511150 - Miscellaneous Parts & Supplies,510,510 - Supplies,Expenditures,2016,5000,5000,156.9,125481.41,283019.28,225856.25,254437.765,254437.765,250000.0,250000.0,250000.0,250000.0,250000.0,-124518.59,33019.28000000003,-24143.75,4437.765000000014,4437.765000000014
9606,8001,2800,2800040012,511030,511030 - Mechanical Hardware & Parts,510,510 - Supplies,Expenditures,2016,200,186,0,0.0,0.0,1060.0,530.0,530.0,6500.0,6500.0,6500.0,6500.0,6500.0,-6500.0,-6500.0,-5440.0,-5970.0,-5970.0
9607,2301,2000,2000060003,511060,511060 - Postage,510,510 - Supplies,Expenditures,2016,3500,3500,1208.76,0.0,0.0,0.0,0.0,0.0,7500.0,7500.0,7500.0,7500.0,7500.0,-7500.0,-7500.0,-7500.0,-7500.0,-7500.0
9608,8300,2000,2000040003,521605,521605 - Data Services,520,520 - Other Services and Charges,Expenditures,2016,0,0,3658.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9609,1000,1000,1000010047,503015,503015 - Basic Life Insurance - Activie Civilian,500,500 - Personnel Services,Expenditures,2016,128,128,124.63,5064.0,0.0,0.0,0.0,0.0,400.0,400.0,0.0,200.0,200.0,4664.0,-400.0,0.0,-200.0,-200.0
9610,1000,1000,1000010042,500060,500060 - Overtime - Civilian,500,500 - Personnel Services,Expenditures,2016,8000,8000,1216.14,0.0,-60.0,0.0,-30.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,-60.0,0.0,-30.0,-30.0
9611,1000,1000,1000010041,500160,500160 - Training Incentive Pay - Classified,500,500 - Personnel Services,Expenditures,2016,45605,45605,11117.4,95.0,0.0,0.0,0.0,0.0,500.0,500.0,500.0,500.0,500.0,-405.0,-500.0,-500.0,-500.0,-500.0
9612,1001,2000,2000070002,503050,503050 - Health Insurance - Retiree Civilian,500,500 - Personnel Services,Expenditures,2016,27600,27600,48741.4,1302.25,0.0,0.0,0.0,0.0,900.0,900.0,900.0,900.0,900.0,402.25,-900.0,-900.0,-900.0,-900.0
9613,8001,2800,2800040023,511020,511020 - Construction Materials,510,510 - Supplies,Expenditures,2016,262600,595589,620673.42,113.79,917.68,787.96,852.8199999999999,852.8199999999999,3136.0,3136.0,3136.0,3136.0,3136.0,-3022.21,-2218.32,-2348.04,-2283.1800000000003,-2283.1800000000003
9614,1000,6500,6500070001,500010,500010 - Salary Base Pay - Civilian,500,500 - Personnel Services,Expenditures,2016,2763084,2726179,2688737.96,0.0,0.0,0.0,0.0,0.0,400.0,400.0,400.0,400.0,400.0,-400.0,-400.0,-400.0,-400.0,-400.0
9615,1000,3600,3600130008,520515,520515 - Print Shop Services,520,520 - Other Services and Charges,Expenditures,2016,100,100,0,10712.29,5418.29,7565.1,6491.695,6491.695,9600.0,9600.0,74300.0,41950.0,41950.0,1112.2900000000009,-4181.71,-66734.9,-35458.305,-35458.305
9616,1000,1000,1000010094,503025,503025 - Basic Life Insurance - Active Classified,500,500 - Personnel Services,Expenditures,2016,604,604,668.54,0.0,475.0,80.0,277.5,277.5,200.0,0.0,0.0,0.0,0.0,-200.0,475.0,80.0,277.5,277.5
9617,2302,2000,2000010013,500010,500010 - Salary Base Pay - Civilian,500,500 - Personnel Services,Expenditures,2016,897236,897236,712162.09,1690.0,1178.55,2003.93,1591.24,1591.24,2500.0,2500.0,2470.0,2485.0,2485.0,-810.0,-1321.45,-466.07,-893.76,-893.76
9618,1000,3200,3200020004,522430,522430 - Miscellaneous Other Services & Charges,520,520 - Other Services and Charges,Expenditures,2016,14785,14785,383.57,1051.17,1045.9,1010.64,1028.27,1028.27,1500.0,1500.0,1500.0,1500.0,1500.0,-448.8299999999999,-454.0999999999999,-489.36,-471.72999999999996,-471.72999999999996
9619,1000,3800,3800020004,501070,501070 - Pension - Civilian,500,500 - Personnel Services,Expenditures,2016,218804,218804,195488.14,4417.29,5929.8,2384.55,4157.175,4157.175,4000.0,8000.0,5000.0,6500.0,6500.0,417.29,-2070.2,-2615.45,-2342.825,-2342.825
9620,1000,1200,1200020003,520805,520805 - Education & Training,520,520 - Other Services and Charges,Expenditures,2016,1000,1000,35,0.0,0.0,2134.53,1067.265,1067.265,4300.0,4300.0,4300.0,4300.0,4300.0,-4300.0,-4300.0,-2165.47,-3232.7349999999997,-3232.7349999999997
9621,1000,2500,2500010001,511070,511070 - Miscellaneous Office Supplies,510,510 - Supplies,Expenditures,2016,11000,8000,8158.9,37127.18,0.0,3389.86,1694.93,1694.93,0.0,0.0,0.0,0.0,0.0,37127.18,0.0,3389.86,1694.93,1694.93
9622,1000,2500,2500060001,503010,503010 - Health Insurance - Active Civilian,500,500 - Personnel Services,Expenditures,2016,173019,157442.76,142625.22,575.4,98.0,0.0,49.0,49.0,2000.0,2000.0,2000.0,2000.0,2000.0,-1424.6,-1902.0,-2000.0,-1951.0,-1951.0
9623,1000,1000,1000010022,500070,500070 - Overtime - Classified,500,500 - Personnel Services,Expenditures,2016,886215,886215,947018.87,3435.0,8343.0,6294.61,7318.805,7318.805,3000.0,9200.0,16600.0,12900.0,12900.0,435.0,-857.0,-10305.39,-5581.195,-5581.195
9624,2301,2000,2000060013,521610,521610 - Voice Services,520,520 - Other Services and Charges,Expenditures,2016,500,500,224.05,510.0,1120.0,16899.22,9009.61,9009.61,2100.0,2100.0,2100.0,2100.0,2100.0,-1590.0,-980.0,14799.22,6909.61,6909.61
9625,1000,1000,1000010096,501090,501090 - Pension - Police,500,500 - Personnel Services,Expenditures,2016,3009526,3009526,3097862.01,229170.28,271552.68,206603.72,239078.2,239078.2,249515.0,244800.0,278160.0,261480.0,261480.0,-20344.72,26752.68,-71556.28,-22401.8,-22401.8
9626,2100,3600,3600110006,511030,511030 - Mechanical Hardware & Parts,510,510 - Supplies,Expenditures,2016,300,300,0,5929.1,7379.88,26740.66,17060.27,17060.27,47950.0,48200.0,20000.0,34100.0,34100.0,-42020.9,-40820.12,6740.66,-17039.730000000003,-17039.730000000003
9627,8001,2800,2800040016,522430,522430 - Miscellaneous Other Services & Charges,520,520 - Other Services and Charges,Expenditures,2016,6200,2132,3346.81,16389.75,21415.0,0.0,10707.5,10707.5,18996.0,18900.0,9000.0,13950.0,13950.0,-2606.25,2515.0,-9000.0,-3242.5,-3242.5
9628,1000,1000,1000010037,500170,500170 - Weekend Premium Pay - Classified,500,500 - Personnel Services,Expenditures,2016,262870,262870,261922.46,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,-800.0,0.0,0.0,0.0,0.0
9629,1000,3600,3600020009,521510,521510 - Natural Gas,520,520 - Other Services and Charges,Expenditures,2016,125891,110796,79417.08,8558.0,1830.0,6448.61,4139.305,4139.305,36000.0,36000.0,10000.0,23000.0,23000.0,-27442.0,-34170.0,-3551.3900000000012,-18860.695,-18860.695
9630,8001,2800,2800010001,511070,511070 - Miscellaneous Office Supplies,510,510 - Supplies,Expenditures,2016,3000,2414,2573,41.67,0.0,3181.99,1590.995,1590.995,5000.0,5000.0,5000.0,5000.0,5000.0,-4958.33,-5000.0,-1818.01,-3409.005,-3409.005
9631,2301,2000,2000060013,520515,520515 - Print Shop Services,520,520 - Other Services and Charges,Expenditures,2016,1000,1000,1776.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9632,8001,2800,2800040020,551010,551010 - Non-Capital Office Furniture & Equipment,550,550 - Non-Capital Purchases,Expenditures,2016,20000,9883,0,52833.75,54.5,2640.0,1347.25,1347.25,105000.0,0.0,0.0,0.0,0.0,-52166.25,54.5,2640.0,1347.25,1347.25
9633,2302,2000,2000010010,520118,520118 - Refuse Disposal,520,520 - Other Services and Charges,Expenditures,2016,786600,786600,902546.78,131929.14,18.28,544.55,281.41499999999996,281.41499999999996,150000.0,0.0,0.0,0.0,0.0,-18070.859999999982,18.28,544.55,281.41499999999996,281.41499999999996
9634,8001,2800,2800060016,511040,511040 - Audiovisual Supplies,510,510 - Supplies,Expenditures,2016,1000,378,655,10417.26,3990.36,13849.54,8919.95,8919.95,150000.0,0.0,6500.0,3250.0,3250.0,-139582.74,3990.36,7349.540000000001,5669.950000000001,5669.950000000001
9635,1000,3600,3600130018,511150,511150 - Miscellaneous Parts & Supplies,510,510 - Supplies,Expenditures,2016,1200,1200,0,622921.37,12933.6,13589.9,13261.75,13261.75,914000.0,0.0,20000.0,10000.0,10000.0,-291078.63,12933.6,-6410.1,3261.75,3261.75
9636,8001,2800,2800060001,500010,500010 - Salary Base Pay - Civilian,500,500 - Personnel Services,Expenditures,2016,826796,832977,832008.27,7185200.15,7954798.14,12526109.16,10240453.65,10240453.65,7500300.0,8819300.0,8111300.0,8465300.0,8465300.0,-315099.8499999996,-864501.8600000003,4414809.16,1775153.65,1775153.65
9637,1000,3600,3600020004,520520,520520 - Printing & Reproduction Services,520,520 - Other Services and Charges,Expenditures,2016,800,714,0,14454.42,38643.67,34126.3,36384.985,36384.985,0.0,0.0,25000.0,12500.0,12500.0,14454.42,38643.67,9126.300000000003,23884.985,23884.985
9638,8300,2000,2000050002,531010,531010 - Amortization Expense,530,530 - Debt Service and Other Uses,Expenditures,2016,0,0,-147336.17,3575.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3575.14,0.0,0.0,0.0,0.0
9639,1000,1000,1000010036,500020,500020 - Salary Base Pay - Classified,500,500 - Personnel Services,Expenditures,2016,10900360,10311655,10217429.8,51258.08,160883.43,198980.81,179932.12,179932.12,195800.0,260000.0,271800.0,265900.0,265900.0,-144541.91999999998,-99116.57,-72819.19,-85967.88,-85967.88
9640,1000,3600,3600130003,511020,511020 - Construction Materials,510,510 - Supplies,Expenditures,2016,300,300,125,35062.2,37922.23,8314.52,23118.375,23118.375,8000.0,10000.0,27000.0,18500.0,18500.0,27062.2,27922.230000000003,-18685.48,4618.375000000002,4618.375000000002
9641,8300,2000,2000050013,511150,511150 - Miscellaneous Parts & Supplies,510,510 - Supplies,Expenditures,2016,100,100,0,24497.67,70636.55,57567.51,64102.03,64102.03,126000.0,198000.0,327800.0,262900.0,262900.0,-101502.33,-127363.45,-270232.49,-198797.97,-198797.97
9642,1004,9000,9000120001,511070,511070 - Miscellaneous Office Supplies,510,510 - Supplies,Expenditures,2016,18000,18000,18050.45,9202.67,5198.08,1070.0,3134.04,3134.04,5000.0,0.0,0.0,0.0,0.0,4202.67,5198.08,1070.0,3134.04,3134.04
9643,1001,2000,2000060008,551010,551010 - Non-Capital Office Furniture & Equipment,550,550 - Non-Capital Purchases,Expenditures,2016,5100,5100,0,4055166.02,3824140.48,3939803.41,3881971.9450000003,3881971.9450000003,4666600.0,4780200.0,5110000.0,4945100.0,4945100.0,-611433.98,-956059.52,-1170196.59,-1063128.0550000002,-1063128.0550000002
9644,1000,6500,6500030002,502010,502010 - FICA - Civilian,500,500 - Personnel Services,Expenditures,2016,35965,35965,43423.37,24587.64,17267.36,29703.39,23485.375,23485.375,25000.0,25000.0,21000.0,23000.0,23000.0,-412.3600000000006,-7732.639999999998,8703.39,485.3750000000009,485.3750000000009
9645,8001,2800,2800040010,511090,511090 - Medical & Surgical Supplies,510,510 - Supplies,Expenditures,2016,100,0,37.26,92292.04,168467.61,82317.0,125392.305,125392.305,261500.0,222500.0,459200.0,340850.0,340850.0,-169207.96000000002,-54032.39000000002,-376883.0,-215457.695,-215457.695
9646,2302,2000,2000010010,511060,511060 - Postage,510,510 - Supplies,Expenditures,2016,1300,1300,31.19,4331.22,8258.14,205.0,4231.57,4231.57,118000.0,118000.0,0.0,59000.0,59000.0,-113668.78,-109741.86,205.0,-54768.43,-54768.43
9647,1000,9000,9000010001,503015,503015 - Basic Life Insurance - Activie Civilian,500,500 - Personnel Services,Expenditures,2016,997,997,902,11781.0,13833.1,460.0,7146.55,7146.55,0.0,0.0,0.0,0.0,0.0,11781.0,13833.1,460.0,7146.55,7146.55
9648,1000,3600,3600130013,511145,511145 - Small Tools & Minor Equipment,510,510 - Supplies,Expenditures,2016,0,0,0,350.0,5999.44,7444.84,6722.139999999999,6722.139999999999,1000.0,4000.0,4000.0,4000.0,4000.0,-650.0,1999.44,3444.84,2722.1400000000003,2722.1400000000003
9649,8300,2000,2000040018,503010,503010 - Health Insurance - Active Civilian,500,500 - Personnel Services,Expenditures,2016,320456,320456,278432.09,0.0,89911.28,633.27,45272.275,45272.275,5000.0,5000.0,5000.0,5000.0,5000.0,-5000.0,84911.28,-4366.73,40272.275,40272.275
9650,1000,1000,1000010032,500070,500070 - Overtime - Classified,500,500 - Personnel Services,Expenditures,2016,218718,218718,267601.59,0.0,0.0,0.0,0.0,0.0,1200.0,1200.0,1200.0,1200.0,1200.0,-1200.0,-1200.0,-1200.0,-1200.0,-1200.0
9651,1000,1000,1000010084,502010,502010 - FICA - Civilian,500,500 - Personnel Services,Expenditures,2016,44024,44024,43968.31,134626.5,63237.0,415851.47,239544.235,239544.235,0.0,0.0,286000.0,143000.0,143000.0,134626.5,63237.0,129851.46999999994,96544.23499999997,96544.23499999997
9652,1001,2500,2500030001,502010,502010 - FICA - Civilian,500,500 - Personnel Services,Expenditures,2016,215047,215047,193045.8,0.0,0.0,0.0,0.0,0.0,2000.0,2000.0,2000.0,2000.0,2000.0,-2000.0,-2000.0,-2000.0,-2000.0,-2000.0
9653,1000,1200,1200050002,503090,503090 - Workers Compensation - Civilian Admin,500,500 - Personnel Services,Expenditures,2016,288,288,209.27,2746.0,0.0,0.0,0.0,0.0,0.0,1080.0,0.0,540.0,540.0,2746.0,-1080.0,0.0,-540.0,-540.0
9654,1000,1000,1000010012,503060,503060 - Long Term Disability - Civilian,500,500 - Personnel Services,Expenditures,2016,510,510,508.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9655,1000,3600,3600130005,521715,521715 - Office Equipment Rental,520,520 - Other Services and Charges,Expenditures,2016,0,0,2299.8,109596.32,40853.61,415138.25,227995.93,227995.93,62720.0,112720.0,212720.0,162720.0,162720.0,46876.32000000001,-71866.39,202418.25,65275.93,65275.93
9656,1000,1000,1000010047,503010,503010 - Health Insurance - Active Civilian,500,500 - Personnel Services,Expenditures,2016,55733,55733,44604.41,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,-1500.0,-1500.0,-1500.0,-1500.0,-1500.0
9657,1000,1600,1600010001,511055,511055 - Publications & Printed Materials,510,510 - Supplies,Expenditures,2016,700,700,350.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9658,1000,1000,1000010061,511095,511095 - Small Technical & Scientific Equipment,510,510 - Supplies,Expenditures,2016,10000,10000,2978.3,0.0,0.0,0.0,0.0,0.0,25400.0,25400.0,25400.0,25400.0,25400.0,-25400.0,-25400.0,-25400.0,-25400.0,-25400.0
9659,8001,2800,2800050001,520520,520520 - Printing & Reproduction Services,520,520 - Other Services and Charges,Expenditures,2016,0,0,0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0
